Kod;Nazwa;Cena;C. zakupu-PLN;Stan zasobów;Ilość;Jm;Typ;Ilość dostępna;Ilość minimalna;Rezerwacje;Braki;Zamówienia;Wartość-PLN
SMART CLEANAIR WASH 5L;SMART CleanAir Active 5l Preparat do czyszczenia klimatyzatorów (WASH);63,54;55,25;Stan towaru powyżej ilości minimalnej;2,00;SZT;TP;2,00;0,50;0,00;0,00;0,00;127,08
SMART PIANA CZYSZCZĄCA;SMART Piana czyszcząca Citrus;23,46;19,55;Stan towaru powyżej ilości minimalnej;1,00;SZT;TP;1,00;0,00;0,00;0,00;0,00;23,46
SMART POKROWIEC;SMART Pokrowiec ochronny Q-562;77,63;67,50;Stan towaru powyżej ilości minimalnej;1,00;SZT;TP;1,00;0,50;0,00;0,00;0,00;77,63
SMART POKROWIEC Q-536;SMART Pokrowiec ochronny Q-536;146,63;127,50;Stan towaru powyżej ilości minimalnej;1,00;SZT;TP;1,00;0,50;0,00;0,00;0,00;146,63
SOLARKOMPLETHEWALEX;"Zestaw Solarny Hewalex 
2 panelew solarne KS2300 TLP AC ( 4,614m2 brutto, 4,09m2 netto)
Zasobnik 250L
Przewody 
Aparatura kontrolno pomiarowa
Zestaw przyłączeniowy i montażowy
Montaż i uruchomienie zestawu";6 823,87;5 686,56;Usługa;0,00;kpl;UP;0,00;0,00;0,00;0,00;0,00;0,00
SOLLIDIUM SPLIT P 1/2X0,8MM X25M;SOLLIDIUM Miedź Split P 1/2x0,8mm x25m;490,54;426,56;Stan towaru powyżej ilości minimalnej;2,00;SZT;TP;2,00;0,00;0,00;0,00;0,00;981,08
SOLLIDIUM SPLIT P 1/4X0,8MM X25M;SOLLIDIUM Miedź Split P 1/4x0,8mm x25m;233,66;203,18;Stan towaru powyżej ilości minimalnej;3,00;SZT;TP;3,00;0,00;0,00;0,00;0,00;700,98
SOLLIDIUM SPLIT P 3/8X0,8MM X25M;SOLLIDIUM Miedź Split P 3/8x0,8mm x25m;393,05;341,78;Stan towaru powyżej ilości minimalnej;3,00;SZT;TP;3,00;0,00;0,00;0,00;0,00;1 179,15
SONODUCT125ALSD-L;Przewód elastyczny izolowany Sonoduct ALSD-L 125 mm (10 mb);11,04;8,83;Stan towaru powyżej ilości minimalnej;10,00;mb;TP;10,00;0,00;0,00;0,00;0,00;110,40
SONODUCT250ALSD-L;Przewód elastyczny izolowany Sonoduct ALSD-L 250 mm (10 mb);20,89;17,41;Stan towaru powyżej ilości minimalnej;130,00;mb;TP;130,00;0,00;0,00;0,00;0,00;2 715,70
SONOLIGHT100;Przewód elastyczny izolowany Sonolight 100 mm (10 mb);8,53;6,82;Stan towaru powyżej ilości minimalnej;100,00;mb;TP;100,00;35,00;0,00;0,00;65,00;853,00
SONOLIGHT125;Przewód elastyczny izolowany Sonolight 125 mm (10 mb);10,29;8,23;Stan towaru powyżej ilości minimalnej;280,00;mb;TP;230,00;110,00;50,00;0,00;857,00;2 881,20
SONOLIGHT160;Przewód elastyczny izolowany Sonolight 160 mm (10 mb);12,44;10,09;Stan towaru powyżej ilości minimalnej;220,00;mb;TP;210,00;115,00;10,00;0,00;450,00;2 736,80
SONOLIGHT200;Przewód elastyczny izolowany Sonolight 200 mm (10 mb);14,79;12,46;Stan towaru poniżej ilości minimalnej;220,00;mb;TP;220,00;265,00;0,00;0,00;450,00;3 253,80
SONOLIGHT250;Przewód elastyczny izolowany Sonolight 250 mm (10 mb);19,40;15,73;Stan towaru powyżej ilości minimalnej;90,00;mb;TP;90,00;37,00;0,00;0,00;351,00;1 746,00
SONOLIGHT315;Przewód elastyczny izolowany Sonolight 315 mm (10 mb);23,44;19,00;Stan towaru powyżej ilości minimalnej;63,00;mb;TP;63,00;15,00;0,00;0,00;74,00;1 476,72
SONOLIGHT355;Przewód elastyczny izolowany Sonolight 355 mm (10 mb);25,36;21,13;Stan towaru powyżej ilości minimalnej;10,00;mb;TP;10,00;0,00;0,00;0,00;0,00;253,60
SONOLIGHT400;Przewód elastyczny izolowany Sonolight 400 mm (10 mb);29,10;23,75;Stan towaru powyżej ilości minimalnej;10,00;mb;TP;10,00;0,00;0,00;0,00;0,00;291,00
SPAXDREWNO 3,5X25;Wkręt Spax drewno 3,5x25mm;10,74;0,01;Stan towaru powyżej ilości minimalnej;13,55;kg;TP;13,55;0,00;0,00;0,00;0,00;145,53
SPAXDREWNO 3,5X35;Wkręt Spax drewno 3,5x35mm;21,96;16,67;Stan towaru powyżej ilości minimalnej;1,01;kg;TP;1,01;0,00;0,00;0,00;0,00;22,27
SPAXDREWNO 3,5X45;Wkręt spax drewno 3,5x45mm;10,74;8,95;Stan towaru powyżej ilości minimalnej;7,97;kg;TP;7,97;0,00;0,00;0,00;0,00;85,64
SPAXDREWNO 3,5X55;Wkręt spax drewno 3,5x55mm;21,96;8,95;Stan towaru powyżej ilości minimalnej;7,79;kg;TP;7,79;0,00;0,00;0,00;0,00;171,07
SPAXMETAL 3,5X25;Wkręt Spax metal 3,5x25mm;10,74;8,95;Stan towaru powyżej ilości minimalnej;10,10;kg;TP;10,10;0,00;0,00;0,00;0,00;108,47
SPAXMETAL 3,5X35;Wkręt Spax metal 3,5x35mm;13,08;8,95;Stan towaru powyżej ilości minimalnej;7,80;kg;TP;7,80;0,00;0,00;0,00;0,00;102,02
SPAXMETAL 3,5X45;Wkręt spax metal 3,5x45mm;10,74;8,95;Stan towaru powyżej ilości minimalnej;16,90;kg;TP;16,90;0,00;0,00;0,00;3,80;181,51
SPAXMETAL 3,5X55;Wkręt spax metal 3,5x55mm;10,74;8,95;Stan towaru powyżej ilości minimalnej;13,08;kg;TP;13,08;0,00;0,00;0,00;2,60;140,46
SPINKA DO TAŚMY PP;Zapinka plastikowa do taśmy PP (1000szt.);86,00;71,65;Stan towaru powyżej ilości minimalnej;8,00;opk;TP;8,00;0,50;0,00;0,00;0,00;688,00
SPIRO080P40;Rura spiro SPR-80 (3 mb);22,90;14,23;Stan towaru powyżej ilości minimalnej;36,00;SZT;TZ;36,00;0,00;0,00;0,00;0,00;824,40
SPIRO100P40;Rura Spiro SPR-100 (3 mb);20,17;15,84;Stan towaru powyżej ilości minimalnej;242,00;SZT;TZ;242,00;20,00;0,00;0,00;0,00;4 881,14
SPIRO100P40(0,5 MB);Rura Spiro SPR-100 (0,5 mb);7,13;2,72;Stan towaru poniżej ilości minimalnej;20,00;SZT;TZ;20,00;70,00;0,00;0,00;0,00;142,60
SPIRO100P40(1 MB);Rura Spiro SPR-100 (1 mb);11,66;5,43;Stan towaru poniżej ilości minimalnej;22,00;SZT;TZ;22,00;70,00;0,00;0,00;0,00;256,52
SPIRO100P40(1,5MB);Rura Spiro SPR-100 (1,5 mb);12,09;8,10;Stan towaru powyżej ilości minimalnej;95,00;SZT;TZ;95,00;28,50;0,00;0,00;0,00;1 148,55
SPIRO125P40;Rura Spiro SPR-125 (3 mb);24,65;20,70;Stan towaru poniżej ilości minimalnej;224,00;SZT;TZ;224,00;472,00;0,00;0,00;845,00;5 521,60
SPIRO125P40 L-300;Rura Spiro SPR-125 L-300;5,07;2,26;Stan towaru powyżej ilości minimalnej;1 080,00;SZT;TZ;1 080,00;756,00;0,00;0,00;1 296,00;5 475,60
SPIRO125P40 L-400;Rura Spiro SPR-125 L-400;6,76;2,72;Stan towaru powyżej ilości minimalnej;648,00;SZT;TZ;648,00;648,00;0,00;0,00;6 064,00;4 380,48
SPIRO125P40(1,5MB);Rura Spiro SPR-125 (1,5 mb);14,32;10,41;Stan towaru powyżej ilości minimalnej;165,00;SZT;TZ;165,00;70,00;0,00;0,00;139,00;2 362,80
SPIRO160P40;Rura Spiro SPR-160 (3 mb);31,12;25,65;Stan towaru poniżej ilości minimalnej;146,00;SZT;TZ;146,00;504,50;0,00;0,00;921,00;4 543,52
SPIRO160P40(1,5MB);Rura Spiro SPR-160 (1,5 mb);17,56;13,12;Stan towaru poniżej ilości minimalnej;141,00;SZT;TZ;141,00;150,00;0,00;0,00;214,00;2 475,96
SPIRO200P40;Rura Spiro SPR-200 (3 mb);38,21;32,40;Stan towaru poniżej ilości minimalnej;276,00;SZT;TZ;276,00;516,00;0,00;0,00;1 027,00;10 545,96
SPIRO200P40(1,5MB);Rura Spiro SPR-200 (1,5 mb);21,10;16,20;Stan towaru powyżej ilości minimalnej;145,00;SZT;TZ;145,00;131,00;0,00;0,00;246,00;3 059,50
SPIRO225P40;Rura Spiro SPR-225 (3 mb);55,20;32,76;Stan towaru poniżej ilości minimalnej;2,00;SZT;TZ;2,00;53,50;0,00;0,00;97,00;110,40
SPIRO225P40 (1,5MB);Rura Spiro SPR-225 (1,5 mb);29,60;17,59;Stan towaru powyżej ilości minimalnej;2,00;SZT;TZ;2,00;1,00;0,00;0,00;0,00;59,20
SPIRO250P45;Rura Spiro SPR-250 (3 mb);55,20;44,88;Stan towaru powyżej ilości minimalnej;141,00;SZT;TZ;141,00;11,50;0,00;0,00;0,00;7 783,20
SPIRO250P45(1,5MB);Rura Spiro SPR-250 (1,5 mb);29,60;22,44;Stan towaru powyżej ilości minimalnej;11,00;SZT;TZ;11,00;2,00;0,00;0,00;0,00;325,60
SPIRO280P50;Rura Spiro SPR-280 (3 mb);99,00;89,18;Stan towaru powyżej ilości minimalnej;8,00;Szt.;TZ;8,00;0,00;0,00;0,00;0,00;792,00
SPIRO315P45;Rura Spiro SPR-315 (3 mb);68,29;55,88;Stan towaru poniżej ilości minimalnej;82,00;SZT;TZ;82,00;131,00;0,00;0,00;223,00;5 599,78
SPIRO315P45(1,5MB);Rura Spiro SPR-315 (1,5 mb);34,96;28,16;Stan towaru powyżej ilości minimalnej;16,00;SZT;TZ;16,00;1,00;0,00;0,00;0,00;559,36
SPIRO355P50;Rura Spiro SPR-355 (3 mb);99,11;63,64;Stan towaru powyżej ilości minimalnej;9,00;SZT;TZ;9,00;7,00;0,00;0,00;0,00;891,99
SPIRO355P50(1,5MB);Rura Spiro SPR-355 (1,5 mb);51,55;31,82;Stan towaru powyżej ilości minimalnej;24,00;SZT;TZ;24,00;1,00;0,00;0,00;0,00;1 237,20
SPIRO400P50;Rura Spiro SPR-400 (3 mb);125,89;70,95;Stan towaru powyżej ilości minimalnej;29,00;SZT;TZ;29,00;15,50;0,00;0,00;28,66;3 650,81
SPIRO400P50(1,5MB);Rura Spiro SPR-400 (1,5 mb);64,94;35,48;Stan towaru powyżej ilości minimalnej;11,00;SZT;TZ;11,00;2,00;0,00;0,00;0,00;714,34
SPIRO450P50;Rura Spiro SPR-450 (3 mb);145,75;70,34;Stan towaru powyżej ilości minimalnej;16,00;SZT;TZ;16,00;2,00;0,00;0,00;0,00;2 332,00
SPIRO500P60;Rura Spiro SPR-500 (3 mb);180,16;91,02;Stan towaru powyżej ilości minimalnej;18,00;SZT;TZ;18,00;1,50;0,00;0,00;43,00;3 242,88
SPIRO560P60;Rura Spiro SPR-560 (3 mb);195,00;123,73;Stan towaru powyżej ilości minimalnej;11,00;SZT;TZ;11,00;0,00;0,00;0,00;0,00;2 145,00
SPIRO630P60;Rura Spiro SPR-630 (3 mb);218,00;133,33;Stan towaru powyżej ilości minimalnej;12,00;SZT;TZ;12,00;1,50;0,00;0,00;6,00;2 616,00
SPIROBOX1;SPIROBOX 1;0,00;0,00;Usługa;0,00;SZT;UP;0,00;0,00;0,00;0,00;0,00;0,00
SPIROBOX10;SPIROBOX 10;0,00;0,00;Usługa;0,00;SZT;UP;0,00;0,00;0,00;0,00;0,00;0,00
SPIROBOX11;SPIROBOX 11;0,00;0,00;Usługa;0,00;SZT;UP;0,00;0,00;0,00;0,00;0,00;0,00
SPIROBOX12;SPIROBOX 12;0,00;0,00;Usługa;0,00;SZT;UP;0,00;0,00;0,00;0,00;0,00;0,00
SPIROBOX13;SPIROBOX 13;0,00;0,00;Usługa;0,00;SZT;UP;0,00;0,00;0,00;0,00;0,00;0,00
SPIROBOX14;SPIROBOX 14;0,00;0,00;Usługa;0,00;SZT;UP;0,00;0,00;0,00;0,00;0,00;0,00
SPIROBOX15;SPIROBOX 15;0,00;0,00;Usługa;0,00;SZT;UP;0,00;0,00;0,00;0,00;0,00;0,00
SPIROBOX16;SPIROBOX 16;0,00;0,00;Usługa;0,00;SZT;UP;0,00;0,00;0,00;0,00;0,00;0,00
SPIROBOX17;SPIROBOX 17;0,00;0,00;Usługa;0,00;SZT;UP;0,00;0,00;0,00;0,00;0,00;0,00
SPIROBOX18;SPIROBOX 18;0,00;0,00;Usługa;0,00;SZT;UP;0,00;0,00;0,00;0,00;0,00;0,00
SPIROBOX19;SPIROBOX 19;0,00;0,00;Usługa;0,00;SZT;UP;0,00;0,00;0,00;0,00;0,00;0,00
SPIROBOX2;SPIROBOX 2;0,00;0,00;Usługa;0,00;SZT;UP;0,00;0,00;0,00;0,00;0,00;0,00
SPIROBOX20;SPIROBOX 20;0,00;0,00;Usługa;0,00;SZT;UP;0,00;0,00;0,00;0,00;0,00;0,00
SPIROBOX21;SPIROBOX 21;0,00;0,00;Usługa;0,00;SZT;UP;0,00;0,00;0,00;0,00;0,00;0,00
SPIROBOX22;SPIROBOX 22;0,00;0,00;Usługa;0,00;SZT;UP;0,00;0,00;0,00;0,00;0,00;0,00
SPIROBOX23;SPIROBOX 23;0,00;0,00;Usługa;0,00;SZT;UP;0,00;0,00;0,00;0,00;0,00;0,00
SPIROBOX24;SPIROBOX 24;0,00;0,00;Usługa;0,00;SZT;UP;0,00;0,00;0,00;0,00;0,00;0,00
SPIROBOX25;SPIROBOX 25;0,00;0,00;Usługa;0,00;SZT;UP;0,00;0,00;0,00;0,00;0,00;0,00
SPIROBOX26;SPIROBOX 26;0,00;0,00;Usługa;0,00;SZT;UP;0,00;0,00;0,00;0,00;0,00;0,00
SPIROBOX27;SPIROBOX 27;0,00;0,00;Usługa;0,00;SZT;UP;0,00;0,00;0,00;0,00;0,00;0,00
SPIROBOX28;SPIROBOX 28;0,00;0,00;Usługa;0,00;SZT;UP;0,00;0,00;0,00;0,00;0,00;0,00
SPIROBOX29;SPIROBOX 29;0,00;0,00;Usługa;0,00;SZT;UP;0,00;0,00;0,00;0,00;0,00;0,00
SPIROBOX3;SPIROBOX 3;0,00;0,00;Usługa;0,00;SZT;UP;0,00;0,00;0,00;0,00;0,00;0,00
SPIROBOX30;SPIROBOX 30;0,00;0,00;Usługa;0,00;SZT;UP;0,00;0,00;0,00;0,00;0,00;0,00
SPIROBOX31;SPIROBOX 31;0,00;0,00;Usługa;0,00;SZT;UP;0,00;0,00;0,00;0,00;0,00;0,00
SPIROBOX32;SPIROBOX 32;0,00;0,00;Usługa;0,00;SZT;UP;0,00;0,00;0,00;0,00;0,00;0,00
SPIROBOX33;SPIROBOX 33;0,00;0,00;Usługa;0,00;SZT;UP;0,00;0,00;0,00;0,00;0,00;0,00
SPIROBOX34;SPIROBOX 34;0,00;0,00;Usługa;0,00;SZT;UP;0,00;0,00;0,00;0,00;0,00;0,00
SPIROBOX35;SPIROBOX 35;0,00;0,00;Usługa;0,00;SZT;UP;0,00;0,00;0,00;0,00;0,00;0,00
SPIROBOX36;SPIROBOX 36;0,00;0,00;Usługa;0,00;SZT;UP;0,00;0,00;0,00;0,00;0,00;0,00
SPIROBOX37;SPIROBOX 37;0,00;0,00;Usługa;0,00;SZT;UP;0,00;0,00;0,00;0,00;0,00;0,00
SPIROBOX38;SPIROBOX 38;0,00;0,00;Usługa;0,00;SZT;UP;0,00;0,00;0,00;0,00;0,00;0,00
SPIROBOX39;SPIROBOX 39;0,00;0,00;Usługa;0,00;SZT;UP;0,00;0,00;0,00;0,00;0,00;0,00
SPIROBOX4;SPIROBOX 4;0,00;0,00;Usługa;0,00;SZT;UP;0,00;0,00;0,00;0,00;0,00;0,00
SPIROBOX40;SPIROBOX 40;0,00;0,00;Usługa;0,00;SZT;UP;0,00;0,00;0,00;0,00;0,00;0,00
SPIROBOX5;SPIROBOX 5;0,00;0,00;Usługa;0,00;SZT;UP;0,00;0,00;0,00;0,00;0,00;0,00
SPIROBOX6;SPIROBOX 6;0,00;0,00;Usługa;0,00;SZT;UP;0,00;0,00;0,00;0,00;0,00;0,00
SPIROBOX7;SPIROBOX 7;0,00;0,00;Usługa;0,00;SZT;UP;0,00;0,00;0,00;0,00;0,00;0,00
SPIROBOX8;SPIROBOX 8;0,00;0,00;Usługa;0,00;SZT;UP;0,00;0,00;0,00;0,00;0,00;0,00
SPIROBOX9;SPIROBOX 9;0,00;0,00;Usługa;0,00;SZT;UP;0,00;0,00;0,00;0,00;0,00;0,00
SPRAY ANTRACYT;Spray lakier 7016 400ml;16,68;13,90;Stan towaru powyżej ilości minimalnej;7,00;SZT;TP;7,00;4,00;0,00;0,00;0,00;116,76
SPRAY BIAŁY;Spray lakier biały 400ml;16,68;13,90;Stan towaru powyżej ilości minimalnej;13,00;SZT;TP;13,00;0,00;0,00;0,00;0,00;216,84
SPRAY CZARNY;Spray lakier czarny 400ml;16,68;13,90;Stan towaru powyżej ilości minimalnej;11,00;SZT;TP;11,00;4,00;0,00;0,00;11,00;183,48
SPRAY ORANGE;Spray lakier orange 400ml (znacznik kolor intensywny);23,80;0,01;Stan towaru powyżej ilości minimalnej;1,00;SZT;TP;1,00;0,00;0,00;0,00;0,00;23,80
STOPA INTERFOOT 350X350;INTERFOOT stopa kwadratowa 350x350;63,91;58,10;Stan towaru powyżej ilości minimalnej;4,00;SZT;TP;4,00;2,00;0,00;0,00;30,00;255,64
STOPA LINIOWA AL 250X60MM;INTERFOOT Stopa liniowa AL 250x60mm;36,60;30,50;Stan towaru powyżej ilości minimalnej;42,00;SZT;TP;42,00;0,00;0,00;0,00;0,00;1 537,20
STOPA LINIOWA AL 410X60MM;INTERFOOT Stopa liniowa AL 410x60mm;45,00;37,50;Stan towaru powyżej ilości minimalnej;3,00;SZT;TP;3,00;0,00;0,00;0,00;0,00;135,00
STOPA LINIOWA AL 600X90MM;INTERFOOT Stopa liniowa AL 600x90mm;60,94;48,75;Stan towaru poniżej ilości minimalnej;1,00;SZT;TP;1,00;3,00;0,00;0,00;8,00;60,94
STOPA LINIOWA BFH 400XX130X95;Stopa liniowa BFH 400x130x95mm (2szt);70,80;59,00;Stan towaru powyżej ilości minimalnej;8,00;SZT;TP;8,00;3,00;0,00;0,00;0,00;566,40
STOPA LINIOWA BFH 450XX130X95;Stopa liniowa BFH 450x130x95mm (2szt);76,56;63,80;Stan towaru powyżej ilości minimalnej;6,00;SZT;TP;6,00;3,00;0,00;0,00;0,00;459,36
STOPA LINIOWA BFH 600XX130X95;Stopa liniowa BFH 600x130x95mm (2szt);97,92;81,60;Stan towaru powyżej ilości minimalnej;14,00;SZT;TP;14,00;3,00;0,00;0,00;0,00;1 370,88
STOPA SQ 105/105;Stopa SQ 105/105 M10;15,60;13,00;Stan towaru powyżej ilości minimalnej;36,00;SZT;TP;36,00;2,00;0,00;0,00;0,00;561,60
STOPA T30;Stopa T30;7,00;5,50;Stan towaru powyżej ilości minimalnej;293,00;SZT;TP;293,00;230,00;0,00;0,00;237,00;2 051,00
STOPA T40;Stopa T40;7,20;6,00;Stan towaru powyżej ilości minimalnej;276,00;SZT;TP;262,00;0,00;14,00;0,00;260,00;1 987,20
STOPA T40 INTERFIX;Stopa T40 Interfix;8,98;7,81;Stan towaru powyżej ilości minimalnej;6,00;SZT;TP;6,00;0,00;0,00;0,00;8,00;53,88
STOPA T40 REGULOWANA;Stopa T40 regulowana;27,63;22,10;Stan towaru powyżej ilości minimalnej;7,00;SZT;TP;7,00;0,00;0,00;0,00;0,00;193,41
STOPKA ANTYWIBRACYJNA;Stopka antywibracyjna z śrubą M8 do montażu jednostek zew. (1 kpl = 4 szt.);17,64;14,70;Stan towaru powyżej ilości minimalnej;4,00;SZT;TP;4,00;0,50;0,00;0,00;0,00;70,56
STW-L-1414X1125 SO;Kratka STW-L-1414x1125 SO;622,21;541,05;Stan towaru powyżej ilości minimalnej;2,00;SZT;TP;2,00;0,00;0,00;0,00;0,00;1 244,42
STW-L-610X290 Z SL9003/RM;Kratka wentylacyjna STW-L-610X290 Z SL9003/RM;108,89;87,11;Stan towaru powyżej ilości minimalnej;1,00;SZT;TP;0,00;0,00;1,00;0,00;0,00;108,89
SUFITPRĘT-1000;Sufitowy pręt mocujący L-1000;1,44;1,10;Stan towaru powyżej ilości minimalnej;109,00;SZT;TP;109,00;25,00;0,00;0,00;0,00;156,96
SUFITPRĘT-1500;Sufitowy pręt mocujący L-1500;2,06;0,01;Stan towaru powyżej ilości minimalnej;54,00;SZT;TP;54,00;0,00;0,00;0,00;191,00;111,24
SUFITPRĘT-2000;Sufitowy pręt mocujący L-2000;2,68;2,30;Stan towaru powyżej ilości minimalnej;45,00;SZT;TP;45,00;0,00;0,00;0,00;100,00;120,60
SUFITPRĘT-500;Sufitowy pręt mocujący L-500;0,77;0,64;Stan towaru poniżej ilości minimalnej;82,00;SZT;TP;82,00;150,00;0,00;0,00;1 607,00;63,14
SUFITPRĘT-750;Sufitowy pręt mocujący L-750;1,07;0,01;Stan towaru powyżej ilości minimalnej;4,00;SZT;TP;4,00;0,00;0,00;0,00;0,00;4,28
SWC-300/8;Anemostat kwadratowy wirowy SWC-300/8;30,00;25,00;Stan towaru powyżej ilości minimalnej;16,00;SZT;TP;16,00;0,00;0,00;0,00;20,00;480,00
SWC-400/16 (CN);Anemostat kwadratowy wirowy SWC-400/16;58,59;0,01;Stan towaru powyżej ilości minimalnej;235,00;SZT;TP;235,00;0,00;0,00;0,00;0,00;13 768,65
SWC-500/24 (CN);Anemostat kwadratowy wirowy SWC-500/24;63,00;0,01;Stan towaru powyżej ilości minimalnej;186,00;SZT;TP;186,00;0,00;0,00;0,00;0,00;11 718,00
SWC-600/24 (CN);Anemostat kwadratowy wirowy SWC-600/24;116,55;61,40;Stan towaru powyżej ilości minimalnej;37,00;SZT;TP;37,00;3,00;0,00;0,00;0,00;4 312,35
SWC-600/48 (CN);Anemostat kwadratowy wirowy SWC-600/48;111,00;95,80;Stan towaru powyżej ilości minimalnej;49,00;SZT;TP;49,00;0,00;0,00;0,00;0,00;5 439,00
SWR-300 (CN);Anemostat kwadratowy wirowy SWR-300;73,71;0,01;Stan towaru powyżej ilości minimalnej;56,00;SZT;TP;56,00;0,00;0,00;0,00;25,00;4 127,76
SWR-400 (CN);Anemostat kwadratowy wirowy SWR-400;76,86;0,01;Stan towaru powyżej ilości minimalnej;173,00;SZT;TP;173,00;0,00;0,00;0,00;0,00;13 296,78
SWR-500 (CN);Anemostat kwadratowy wirowy SWR-500;81,27;0,01;Stan towaru powyżej ilości minimalnej;122,00;SZT;TP;122,00;0,00;0,00;0,00;6,00;9 914,94
SWR-600;Anemostat kwadratowy wirowy SWR-600;84,42;55,00;Stan towaru powyżej ilości minimalnej;50,00;SZT;TP;50,00;0,00;0,00;0,00;0,00;4 221,00
SWR-600 (CN);Anemostat kwadratowy wirowy SWR-600;84,42;0,01;Stan towaru poniżej ilości minimalnej;1,00;SZT;TP;1,00;3,50;0,00;0,00;0,00;84,42
SYFON SUCHY;Syfon suchy do skroplin;40,57;35,28;Stan towaru powyżej ilości minimalnej;1,00;SZT;TP;1,00;0,50;0,00;0,00;0,00;40,57
SZLIFIERKA WURTH;Szlifierka Wurth;55,00;50,00;Stan towaru powyżej ilości minimalnej;1,00;SZT;TP;1,00;0,00;0,00;0,00;0,00;55,00
ŚR. MŁOTKOWA M10 DO STÓP LINIOWYCH;Śruba młotkowa M10x40 do stóp liniowych ;2,08;1,73;Stan towaru powyżej ilości minimalnej;41,00;SZT;TP;41,00;0,00;0,00;0,00;0,00;85,28
ŚR. MŁOTKOWA M8X30 WALRAVEN;Śruba młotkowa M8x30 6523803;0,90;0,82;Stan towaru powyżej ilości minimalnej;75,00;SZT;TP;75,00;0,00;0,00;0,00;0,00;67,50
ŚR. MŁOTKOWA M8X40  WALRAVEN;Śruba młotkowa M8x40 6523804;0,94;0,85;Stan towaru powyżej ilości minimalnej;75,00;SZT;TP;75,00;0,00;0,00;0,00;0,00;70,50
ŚRUBA DIN933 M10X30 WALRAVEN;Śruba sześciok DIN933 BUP M10x30mm Walraven;1,34;1,10;Stan towaru poniżej ilości minimalnej;94,00;SZT;TP;94,00;500,00;0,00;0,00;1 060,00;125,96
ŚRUBA DIN933 M8X25 WALRAVEN;Śruba sześciok DIN933 BUP M8x25mm Walraven;1,36;1,24;Stan towaru powyżej ilości minimalnej;44,00;SZT;TP;44,00;0,00;0,00;0,00;0,00;59,84
ŚRUBA M10X25;Śruba M10x25 ocynk;9,94;7,90;Stan towaru powyżej ilości minimalnej;33,00;kg;TP;33,00;25,00;0,00;0,00;40,00;328,02
ŚRUBA M10X60;Śruba M10x60 ocynk;11,88;9,90;Stan towaru powyżej ilości minimalnej;32,37;kg;TP;32,37;0,00;0,00;0,00;60,00;384,58
ŚRUBA M6X40;Śruba M6x40;11,88;9,90;Stan towaru powyżej ilości minimalnej;11,90;kg;TP;11,90;0,00;0,00;0,00;17,30;141,37
ŚRUBA M8X25;Śruba M8x25;10,20;7,60;Stan towaru poniżej ilości minimalnej;51,85;kg;TP;51,85;58,90;0,00;0,00;420,00;528,87
ŚRUBA M8X25 INOX;Śruba M8x25 nierdzewna;0,28;0,23;Stan towaru powyżej ilości minimalnej;100,00;SZT;TP;100,00;0,00;0,00;0,00;0,00;28,00
ŚRUBA M8X25 WALRAVEN;Śruba M8x25 Walraven ;0,39;0,35;Stan towaru powyżej ilości minimalnej;1 298,00;SZT;TP;1 298,00;0,00;0,00;0,00;0,00;506,22
ŚRUBA M8X35;Śruba M8x35;11,76;7,95;Stan towaru powyżej ilości minimalnej;10,44;kg;TP;10,44;6,00;0,00;0,00;0,00;122,82
ŚRUBA M8X60;Śruba M8x60 ocynk;14,40;9,90;Stan towaru powyżej ilości minimalnej;12,50;kg;TP;12,50;0,00;0,00;0,00;9,00;180,00
ŚRUBAOC6X25;Śruba M6x25;11,88;9,90;Stan towaru powyżej ilości minimalnej;5,27;kg;TP;5,27;0,00;0,00;0,00;0,00;62,61
TARCZA 125 WURTH;Tarcza 125/1 Wurth;2,99;1,99;Stan towaru powyżej ilości minimalnej;143,00;SZT;TP;143,00;68,00;0,00;0,00;0,00;427,57
TARCZA FI 125 RECA;Tarcza fi 125 Reca;10,55;8,44;Stan towaru powyżej ilości minimalnej;30,00;SZT;TP;30,00;0,00;0,00;0,00;0,00;316,50
TARNIK 250MM;BESSTO Tarnik do płyt G-K 250mm;16,71;12,85;Stan towaru powyżej ilości minimalnej;1,00;SZT;TP;1,00;0,00;0,00;0,00;0,00;16,71
TAŚMA IZOLACYJNA WURTH;Taśma izolacyjna Wurth;2,76;0,01;Stan towaru powyżej ilości minimalnej;2,00;SZT;TP;2,00;0,00;0,00;0,00;0,00;5,52
TAŚMA IZOLACYJNA WURTH 25X19;Taśma izolacyjna 25m x 19mm czarna Wurth;8,17;7,10;Stan towaru powyżej ilości minimalnej;2,00;SZT;TP;2,00;0,50;0,00;0,00;0,00;16,34
TAŚMA TTB-BIAŁA;Taśma TTB - biała;11,28;8,09;Stan towaru powyżej ilości minimalnej;42,00;SZT;TP;42,00;1,00;0,00;0,00;0,00;473,76
TAŚMADUCT48/50;TAŚMADUCT48/50;13,13;10,95;Stan towaru powyżej ilości minimalnej;20,00;SZT;TP;20,00;3,50;0,00;0,00;144,00;262,60
TAŚMAKAUCZUK3X48X15;Taśma kauczukowa samoprzylepna 3mm x 48mm x 15m;20,00;13,80;Stan towaru powyżej ilości minimalnej;42,00;SZT;TP;42,00;3,50;0,00;0,00;0,00;840,00
TAŚMAMAL;Taśma malarska;2,69;0,01;Stan towaru powyżej ilości minimalnej;11,00;SZT;TP;11,00;0,00;0,00;0,00;0,00;29,59
